id	text	overall_sentiment	related_companies	related_companies_sentiment	category	datetime	image	security	source	summary	url
128670594	Intel Can Beat Nvidia (Or Nvidia Joins Them)	Positive	"['Intel', 'Nvidia']"	"['neutral', 'neutral']"	Economic	1720792657	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2078167833/image_2078167833.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	"Could Intel bring some pain to Nvidia in the GPU segment? Yes, I think so. Find out why I view Intel stock as a good long-term play."	https://finnhub.io/api/news?id=e0abc34f347b56b8409fda90cf90239509df777414a03675b4d1e9d692d0c047
128670567	"US senators call out Big Tech's new approach to poaching talent, products from smaller AI startups"	Neutral	['Various Big Tech companies']	['negative']	Political	1720789375	https://s.yimg.com/ny/api/res/1.2/0W357LcU623TmocOHmnJpA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap_finance_articles_694/7002ba0416d682a42de6e474cc408a64	MSFT	Yahoo	"In the race to stay ahead in artificial intelligence, the biggest technology companies are swallowing up the talent and products of innovative AI startups without formally acquiring them.  Now three members of the U.S. Senate are calling for an investigation.  San Francisco-based Adept announced a deal late last month that will send its CEO and key employees to Amazon and give the e-commerce giant a license to Adept’s AI systems and datasets."	https://finnhub.io/api/news?id=cd00357e959d7ca70d9786e57cb9c08fc7ebe0cd0359778b53820ec7fe366aca
128670452	'Nvidia Is Slowly Becoming The IBM Of The AI Era' Says Former AMD And Tesla Engineer. Here's The Problem With That Comparison	Negative	"['Nvidia', 'IBM', 'AMD', 'Tesla']"	"['neutral', 'neutral', 'neutral', 'neutral']"	Economic	1720789212	https://media.zenfs.com/en/Benzinga/441fdd55c9e0f55e7793990dc9785cb6	MSFT	Yahoo	"Jim Keller, a well-known engineer who’s worked at AMD and Tesla and now leads the AI company Tenstorrent, recently said something interesting on the DemystifySci podcast. He thinks Nvidia is becoming like IBM back in the day but in the AI world. While this shows how powerful Nvidia is right now in AI hardware, it also raises some concerns. Don't Miss: Amid the ongoing EV revolution, previously overlooked low-income communities now harbor a huge investment opportunity at just $500. Mark Cuban bel"	https://finnhub.io/api/news?id=0e51bc791437153f91550227f48fd7260eff0ab2b9c2520c84021242e46b4a6d
128670569	/C O R R E C T I O N -- Microsoft Singapore/	Neutral	['Microsoft']	['neutral']	Economic	1720788120	https://media.zenfs.com/en/prnewswire.com/ea73bc4dd18f83d4f475c61ddb579542	MSFT	Yahoo	"Microsoft announced that pre-orders for the new Surface Pro 11th Edition and Surface Laptop 7th Edition – the first AI-powered Copilot+ PCs, which are the fastest, most intelligent Windows PCs on the market – are commencing today in Singapore. From July 11, consumers can reserve these next-generation Surface devices via the Microsoft Official Store and authorized retailers, including Harvey Norman and Best Denki, Courts, Gain City as well as Microsoft authorized stores on Lazada and Shopee ahead"	https://finnhub.io/api/news?id=8c5299651c393e1b88a0e614b48b8c474ba2cfdf19a4e5d6417de041a3a612bf
128668771	Why Elon Musk's xAI is leagues ahead in the 'physical space'	Neutral	['xAI']	['positive']	Technological	1720785650	https://s.yimg.com/ny/api/res/1.2/cl479P06RFCoddPcvouK3w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/bad29330-3fce-11ef-a2b7-35841340d537	MSFT	Yahoo	"Elon Musk's xAI recently ended talks with Oracle (ORCL) for a potential $10 billion server deal to build out its infrastructure. As AI competition from Big Tech names like Alphabet (GOOG, GOOGL) and Microsoft (MSFT) heat up, can Musk's new company keep up or will it eclipse them entirely? Deepwater Asset Management managing partner Doug Clinton joins Asking for a Trend to discuss why he is invested in xAI and believes Musk has an interesting point of view when it comes to advocating for new tech ideas, like artificial intelligence. ""I think you have to really have a deep respect for figuring out... the sciences, figuring out physics. And if you think about who in the world has done the most to figure out things, physical problems like we just talked about, it's Tesla, it's SpaceX, and it's Elon. And so I think he's probably in a different and more unique position than some of these other companies, like a Google, like an OpenAI, who are great in the digital space, but they're sort of amateurs in the physical space. I think that's where the real opportunity is for xAI."" For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Nicholas Jacobino"	https://finnhub.io/api/news?id=0267659c41c5ebc39bd5929344ff4810d88f18fdd1da6733abeb69fc5b706269
128670571	Microsoft's $1.5 Billion Investment in G42 Stirs Concerns Among US Lawmakers Over China Ties	Negative	"['Microsoft', 'G42']"	"['negative', 'negative']"	Political	1720784911	https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png	MSFT	Yahoo	Microsoft's $1.5 Billion Investment in G42 Stirs Concerns Among US Lawmakers Over China Ties	https://finnhub.io/api/news?id=7d2d0f50b49e2243693317e8878c5a415543ccbe3040e0bdc651cf00fc4d8690
128669418	AMD: Building An AI Ecosystem	Positive	['AMD']	['positive']	Technological	1720781233	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1454303113/image_1454303113.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	"I am bullish on Advanced Micro Devices, Inc. stock, with potential for growth in AI market despite lagging Nvidia Corporation. Click for my AMD stock update."	https://finnhub.io/api/news?id=f899d7a7108a102844462f77be224b2a506261d7086427fb10238be1d45e79ae
128670572	PicoNext unveils ‘first’ gen-AI assistant to boost DPP process efficiencies	Positive	['PicoNext']	['positive']	Technological	1720775718	https://www.just-style.com/wp-content/uploads/sites/27/2024/07/weartek-dpp-desktop-home.jpg	MSFT	Yahoo	"PicoNext, an end-to-end platform for brands to engage with customers using Digital Product Passports, has launched an AI Assistant to help companies more efficiently gather and organise DPP product data."	https://finnhub.io/api/news?id=24b19d4444a98b60bec5fd295fb00a86ad4235447f0598e35e712f1abba2c9e5
128669541	US lawmakers call for probe into Microsoft’s $1.5bn deal with Abu Dhabi AI company	Neutral	['Microsoft']	['negative']	Political	1720775710	https://www.verdict.co.uk/wp-content/uploads/2024/07/GettyImages-2159092293.jpg	MSFT	Yahoo	US lawmakers called the deal between Microsoft and G42 one of the “most consequential investments by a U.S. technology firm in the Middle East in decades”.	https://finnhub.io/api/news?id=91562ef720731cd92d46b59418c8694f982720bf3a6441ed96427c3d849217e7
128668431	"1 Stock-Split ETF That Could Turn $500 Per Month Into $1 Million, With Nvidia's Help"	Neutral	['Nvidia']	['positive']	Economic	1720774740	https://g.foolcdn.com/editorial/images/783002/a-digitally-rendered-3d-bull-standing-on-a-computer-chip-ready-to-charge.jpg	MSFT	Yahoo	Exchange-traded funds can eliminate the need for investors to pick winners and losers in fast-moving industries like artificial intelligence (AI).	https://finnhub.io/api/news?id=41a89af1c72b56dcf4e44350fba9161a06548c84f199034651509355128d938b
128668432	"Trending tickers: Tesla, Nvidia, Pfizer and Superdry"	Neutral	"['Tesla', 'Nvidia', 'Pfizer', 'Superdry']"	"['neutral', 'neutral', 'neutral', 'neutral']"	Economic	1720772221	https://media.zenfs.com/en/video.reutersnews.com/1e11fb140fe0770fdbe0868884625061	MSFT	Yahoo	The latest investor updates on stocks that are trending on Friday	https://finnhub.io/api/news?id=b855ca5425efdaf1a8bc61ed09ef8540733d70647f10abc6522f252ca90e201c
128668095	FDVV: Different Is Not Always Better	Neutral	['FDVV']	['negative']	Economic	1720767833	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/73224060/image_73224060.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	Fidelity High Dividend ETF has underperformed the total return of the S&P 500 since inception. Check out why I rate FDVV fund as a sell.	https://finnhub.io/api/news?id=b61ae485600baf7a7d4ea6aa82ab5a7f1d8a6cc2e55ef0226c5248ca295a4c70
128667842	Summer 2024 Portfolio Update	Neutral	['N/A']	['neutral']	Economic	1720764536	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1404691658/image_1404691658.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	Reduced portfolio to 26 companies due to conviction and portfolio maintenance. Read more to stay updated on portfolio changes post major life events.	https://finnhub.io/api/news?id=308a9ef70035d29ad1552e7777183f7a516bd4cf5152d32f98e5cd6049b3de0f
128667709	L1 Capital Catalyst Fund June 2024 Quarterly Report	Neutral	['N/A']	['neutral']	Economic	1720762320	https://media.gettyimages.com/id/2152210543/photo/light-bulb-with-arrow-of-darts-on-dart-board-concept-of-finding-problem-solving-or-business.jpg?b=1&s=170667a&w=0&k=20&c=f66_1Fh4SoxsNsw91wJ0i8o76Vb4RWnGngcZDjeKkDk=	MSFT	SeekingAlpha	The L1 Capital Catalyst Fund returned -6.8%1 for the June quarter (ASX200AI -1.1%). Click here to read the full report.	https://finnhub.io/api/news?id=daac99cff767efa4069a7ffd67ebae8ae97c72ab7b803bfa199c216e31becb49
128670576	U.S. Lawmakers Seek Probe of Microsoft’s $1.5B Deal With Abu Dhabi AI Firm	Neutral	['Microsoft']	['negative']	Political	1720760520	https://s.yimg.com/ny/api/res/1.2/LVC.f5uh3oHo0vwX.16c7g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/wsj.com/8bbeb09ecc55c3dd4330481d9f003dc1	MSFT	Yahoo	U.S. Republican lawmakers are citing concerns about the transfer of advanced technology and possible ties the Abu Dhabi-based company may have with China.	https://finnhub.io/api/news?id=3c304a02ff839de59c17e2ec4b940276149893575b60c4d914962d70ed91636b
128666445	"If I Had To Retire Today, Here's How I'd Do It"	Neutral	['N/A']	['neutral']	Economic	1720756188	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/108147375/image_108147375.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	"Retirement strategies are not one-size-fits-all due to individual variables like nest egg size, lifestyle costs, and goals. Read more to see my thoughts."	https://finnhub.io/api/news?id=3a26765e8e981950dab12fa4845f706da20f6dc1d7260dae91826c29bac00bad
128665841	VuDecide AI Agent for Shock Resilient Demand Planning Now Available on Microsoft AppSource	Neutral	"['VuDecide', 'Microsoft']"	"['positive', 'positive']"	Technological	1720753273		MSFT	Finnhub	"DeepVu, an innovator in AI Agents for resilient supply chain planning for manufacturers, today announced the availability of its flagship product, VuDecide AI Agent for Shock Resilient Demand..."	https://finnhub.io/api/news?id=6ce7e686240065fc7e7c77d96460b9f46b5c591ed1d9c78b8e5a1a5e2af7768a
128664078	U.S. Lawmakers Seek Probe of Microsoft's $1.5 Billion Deal With Abu Dhabi AI Firm	Neutral	['Microsoft']	['negative']	Political	1720745954		MSFT	Finnhub	"By Kimberley Kao U.S. Republican lawmakers are seeking a probe into Microsoft's $1.5 billion investment in artificial intelligence firm G42, citing concerns about the transfer of advanced..."	https://finnhub.io/api/news?id=366b241d77a07397c6fc99673bbad4126e56cfa56b90f5de46e4a4ccbb6b8b7b
128658465	"Mag 7 take a hit, $2T in sideline investor cash: Top Takeaways"	Neutral	['Mag 7']	['negative']	Economic	1720735458	https://s.yimg.com/ny/api/res/1.2/2rlQ4yuhuBHvngXxJ38new--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/ddd59670-3fce-11ef-afad-d01316ad9938	MSFT	Yahoo	"The Magnificent Seven — the grouping of premier tech stocks Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), Nvidia (NVDA), Meta Platforms (META), Microsoft (MSFT), and Tesla (TSLA) — had their worst day in over a year, with Tesla snapping its 11-day winning streak after reports of the company pushing back its robotaxi unveiling date. In addition, retail investor cash sitting on the sidelines has hit a record high, reaching over $2 trillion. Yahoo Finance senior markets reporter Jared Blikre joins Asking For A Trend to break down the latest market trends for July 11. For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Nicholas Jacobino"	https://finnhub.io/api/news?id=03bd2a20b565f060975b8f61bcf7c0827c5bd3889664fe63418955e17d86d257
128660509	High Flying Technology Stocks Pull Back. Is Google A Buy Or Sell?	Positive	['Google']	['neutral']	Economic	1720734256	https://media.zenfs.com/en/ibd.com/72ff211bba1161357e98bdef17aca65d	MSFT	Yahoo	Google stock hit a new intraday high on July 10 but closed down. High flying tech stocks pulled back on July 11 as the “AI trade” came under increasing scrutiny.	https://finnhub.io/api/news?id=422fce03a481cd073fa0a98f425facd6b354d7c5c2174e2966d984949def38b0
128656673	Palantir Explores Buy Zone As This AI Peer Orbits Buy Point	Neutral	['Palantir']	['positive']	Economic	1720728163	https://media.zenfs.com/en/ibd.com/d6f30101f7a310844e8ae30325e906a7	MSFT	Yahoo	"As fellow AI stocks Palantir and Nvidia rise, Parsons stock enjoys strong demand and looks to launch a breakout of its own."	https://finnhub.io/api/news?id=0d0ddcdf9d7c55be673477aed8989e8cdb64845252de9d182b27c7b531209fbf
128660511	Lawmakers Call for Intelligence Probe of Microsoft-G42 Deal	Neutral	"['Microsoft', 'G42']"	"['negative', 'negative']"	Political	1720724616	https://s.yimg.com/ny/api/res/1.2/KM.JsPgY5ShbZy7iOLBStA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/a4698cb0718c0a4614b8f6f4e5b9c2b4	MSFT	Yahoo	"(Bloomberg) -- Key Republican lawmakers asked the Biden administration to prepare a formal intelligence community assessment of a budding partnership between Microsoft Corp. and Abu Dhabi AI firm G42, with a focus on the Emirati company’s ties to China. Most Read from BloombergBiden’s Putin-Zelenskiy Gaffe Deals Fresh Blow to CampaignTesla Delays Robotaxi Event in Blow to Musk’s Autonomy DriveStock Rotation Hits Megacaps on Bets Fed Will Cut: Markets WrapSaudis Warned G-7 Over Russia Seizures Wi"	https://finnhub.io/api/news?id=7300574f824a8451c725c95d28b835c32e28f532fbeb9bc7ac6cfcb86fedf463
128660512	Republicans seek probe of Microsoft’s $1.5bn investment in UAE’s G42	Neutral	"['Microsoft', 'G42']"	"['negative', 'negative']"	Political	1720721351	https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png	MSFT	Yahoo	Top Republican lawmakers have asked the White House to order an official intelligence community assessment of the national security risks posed...	https://finnhub.io/api/news?id=79379235b4675af583b2e2d62da72690d652df4691d607da07010ff45afbd329
128658113	"Nvidia vs. AWS chips: Why it's not a battle, for now"	Neutral	"['Nvidia', 'AWS']"	"['neutral', 'neutral']"	Technological	1720720949	https://s.yimg.com/ny/api/res/1.2/K8pNTnG.H2PzdYW7Xst50A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/5d7610a0-3faf-11ef-afff-40641b464a81	MSFT	Yahoo	"The chips industry is bigger than ever – currently valued at $544 billion and expected to be worth more than $1 trillion by 2032, according to Precedence Research. While Nvidia (NVDA) has the dominant lead in the industry, holding 80% of the GPU chips market, hyperscalers like Amazon’s (AMZN) Amazon Web Services (AWS) are looking to capitalize in the space by designing their own chips. With the release of the new Graviton 4 chip, AWS aims to create a more efficient chip that can power its own cloud – promising 35% greater computing speeds and 75% more memory bandwidth.What does this mean for the chip race? Rather than being direct competitors with Nvidia, Patrick Moorehead, a former AMD executive and now the CEO and analyst at Moor Insights & Strategy, refers to their relationship as “co-opetition.” For more on our NEXT series, click here, and tune in to Yahoo Finance Live for more expert insight and the latest market action, Monday through Friday."	https://finnhub.io/api/news?id=6e5acbbbeacb2b45cc342d2beb2da9c2350caf51f818ffaee71e151aa8b7866f
128660514	"Two 80-something journalists tried ChatGPT. Then, they sued to protect the 'written word'"	Neutral	['ChatGPT']	['negative']	Social	1720713388	https://s.yimg.com/ny/api/res/1.2/H2Sm_5bEs5O.ryFK2BQThA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap_finance_articles_694/27ffa5fa85c75b5e7a99e49188813804	MSFT	Yahoo	"When two octogenarian buddies named Nick discovered that ChatGPT might be stealing and repurposing a lifetime of their work, they tapped a son-in-law to sue the companies behind the artificial intelligence chatbot.  Veteran journalists Nicholas Gage, 84, and Nicholas Basbanes, 81, who live near each other in the same Massachusetts town, each devoted decades to reporting, writing and book authorship.  Gage poured his tragic family story and search for the truth about his mother's death into a bestselling memoir that led John Malkovich to play him in the 1985 film “Eleni.”"	https://finnhub.io/api/news?id=5c361af124ace7de187f5d5d8ac046a0f4129e4cce3b1bea9f0a9e2a4f4cf94a
128660515	US lawmakers raise worries about China in Microsoft deal with Emirati AI firm	Negative	['Microsoft']	['negative']	Political	1720710165	https://media.zenfs.com/en/reuters-finance.com/cf8336e1a384175511fc5a1bcc7400ad	MSFT	Yahoo	"WASHINGTON (Reuters) -Republican lawmakers asked the Biden administration for an intelligence assessment of Microsoft's $1.5 billion investment in UAE-based artificial intelligence firm G42 over concerns about transfer of sensitive technology and G42's historic ties to China.  Representative Michael McCaul, chair of the House Foreign Affairs Committee, and John Moolenaar, leader of the Select Committee on China, made the request for a briefing in a letter dated Wednesday to White House national security adviser Jake Sullivan, the committees said."	https://finnhub.io/api/news?id=cb33e1889eefa28cb29e920784e78af369508a76759f4839e91c61337afd6588
128658571	The Most Advanced Country in Asia in 2024	Neutral	['N/A']	['neutral']	Geographical	1720706496	https://s.yimg.com/ny/api/res/1.2/J2cRRsKYQR0CaWrBwgdnZQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTQ-/https://media.zenfs.com/en/insidermonkey.com/2a4571e216a876a7371c45fbf2766f6b	MSFT	Yahoo	"This article looks at the most advanced country in Asia in 2024. To see the full free list, you can head over to the 15 Most Advanced Countries in Asia in 2024. A report by McKinsey in 2020 highlighted the progress made by Asia in technology and innovation over the past decade, accounting for 52% […]"	https://finnhub.io/api/news?id=0b9e9a590a9d167fb69493373dd44ac52b101c80ba98e25ab40abe6b4d7cf6f2
128653787	The PC industry is finally on the path to recovery	Positive	['PC industry']	['positive']	Economic	1720705776	https://s.yimg.com/ny/api/res/1.2/vyDCaWcQWJcUy4QQsFJszg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/ae6b56f0-3ece-11ef-9fd7-8515cafcc737	MSFT	Yahoo	The global PC industry is finally turning its deep sales declines around.	https://finnhub.io/api/news?id=4b20d42949f44237b1f15984d9ff15880783a0aef5fdd67d36a9a9a722c46829
128660518	"Microsoft (MSFT) Strikes Deal With Cloud Lobby, Dodges EU Probe"	Neutral	['Microsoft']	['positive']	Economic	1720705620	https://media.zenfs.com/en/zacks.com/5d091b3e912681bbeabff8c176ea70a1	MSFT	Yahoo	Microsoft (MSFT) announces that it has successfully averted a potentially lengthy European Union antitrust investigation into its cloud business practices by reaching an agreement with the CISPE.	https://finnhub.io/api/news?id=72afd413d62ecb1600948a06ccf5738fec8cbf44782542fe45c14574ce8f85ef
128651798	Market Chatter: Google's Cloud Unit to Explore Options to Fight Against Microsoft's Licensing Practices	Neutral	"['Google', 'Microsoft']"	"['neutral', 'negative']"	Economic	1720697920	https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png	MSFT	Yahoo	Market Chatter: Google's Cloud Unit to Explore Options to Fight Against Microsoft's Licensing Practices	https://finnhub.io/api/news?id=eafd8ca4aa2b3f722e12bbf051b450375cbfd2bdcc875e540e8a38cd2a59aa5e
128652842	"US Republican lawmakers concerned over Microsoft-G42 AI deal, letter says"	Neutral	"['Microsoft', 'G42']"	"['negative', 'negative']"	Political	1720696456		MSFT	Finnhub	"WASHINGTON -Republican lawmakers are seeking an intelligence briefing from the Biden administration on Microsoft's $1.5 billion investment in UAE-based artificial intelligence firm G42, citing..."	https://finnhub.io/api/news?id=595619bbb16d38471cc0799747c7fc915178c77b2a8b22ec007a3a02a37c6267
128652754	"Republican lawmakers deeply concerned over Microsoft-G42 AI deal, letter says"	Negative	"['Microsoft', 'G42']"	"['negative', 'negative']"	Political	1720695765		MSFT	Finnhub	"Republican lawmakers are seeking an intelligence briefing from the Biden administration on Microsoft's $1.5 billion investment in UAE-based artificial intelligence firm G42, citing deep concerns over..."	https://finnhub.io/api/news?id=a7e281c7433649e80b7b246d75342cd3d19b5f5939f248b8db2b3326162a27ae
128660520	Quicken's CEO Made Software The Photoshop Of Personal Finance	Neutral	['Quicken']	['positive']	Economic	1720695614	https://media.zenfs.com/en/ibd.com/996ab7b9cf164bb72859458f8f420393	MSFT	Yahoo	"Got a question for the CEO of Quicken, the market leading personal finance software? Just ask him. Eric Dunn's email address is easy to guess."	https://finnhub.io/api/news?id=7c71e9713dc03f5dbe5dd9e77d216c3647772234d853056ff6360d6d7c19f44a
128651799	"Prediction: This Will Be the Top Performing ""Magnificent Seven"" Stock to End 2024"	Positive	['N/A']	['positive']	Economic	1720695600	https://g.foolcdn.com/editorial/images/782380/celebrating-stock-market-success.jpg	MSFT	Yahoo	"Alphabet has been a strong performer so far in 2024, but it could lead in the second half."	https://finnhub.io/api/news?id=041c9877fbb538730f184e2cbe4e294c7a6827bc597241fd380f2775f990ff11
128651800	"Cathie Wood’s Nvidia, Tesla Stock Calls Expose 3 Market Truths. What Went Wrong and a Few Other Things to Know Today."	Neutral	"['Nvidia', 'Tesla']"	"['neutral', 'neutral']"	Economic	1720695540	https://s.yimg.com/ny/api/res/1.2/1QGuDDjfR89kTIqDPINSpA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/0f6dd10d7e8554feed0ffacd247cbd0a	MSFT	Yahoo	"Apple and Microsoft end advisory roles on OpenAI’s board, investors wonder how Roaring Kitty took on GameStop and Chewy stakes, more news to start your day."	https://finnhub.io/api/news?id=ec45f1ec18cf8e1995c03a3399eb3e8811d201904ae28712373c08625ec238b0
128660523	Exclusive: Armada lands $40 million in funding round led by Microsoft’s M12	Neutral	"['Armada', 'Microsoft M12']"	"['positive', 'positive']"	Economic	1720695216	https://s.yimg.com/ny/api/res/1.2/5yN9DtUSdStlmEQ8y8kvXg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/fortune_175/0c24c5eb7bf278558dbadd9a4f9eb528	MSFT	Yahoo	"Armada came out of stealth in 2023, and has so far raised $100 million, having just announced its Series A in December. And now, Fortune can exclusively report, it has scored another $40 million from Microsoft’s venture fund, M12."	https://finnhub.io/api/news?id=597095546c68ce28b7afc6b8aa3565c9d99aa78ad19d3cc77e97914825f5bf11
128660524	The leading Contributor of Aristotle Capital Value Equity Strategy: Microsoft Corporation (MSFT)	Neutral	['Microsoft']	['positive']	Economic	1720693301	https://media.zenfs.com/en/insidermonkey.com/5ec329719e2363fbf46dd87eaacb07c7	MSFT	Yahoo	"Aristotle Capital Management, LLC, an investment management company, released its “Value Equity Strategy” second quarter 2024 investor letter. A copy of the letter can be downloaded here. US markets continued their trend in the second quarter and the S&P 500 Index rose 4.28%. “Magnificent 7” drove the rally once again. The composite returned -1.55% gross of […]"	https://finnhub.io/api/news?id=a3ad5ab5cd6ca06fd16286ad765dbfc8510ab17961b55bc7e3f0ab77c7616ef1
128657965	1 Under-the-Radar Artificial Intelligence (AI) Stock Most Investors Might Be Overlooking	Neutral	['N/A']	['positive']	Economic	1720692000	https://g.foolcdn.com/editorial/images/782911/two-people-talking-while-walking-past-servers-inside-a-data-center.jpg	MSFT	Yahoo	Opportunities in the artificial intelligence (AI) space are expanding beyond popular stocks like Nvidia.	https://finnhub.io/api/news?id=5437ed9b32c8a3beecb91ac5495516b6f62037b2231ca18eb38c6a52cd9502fd
128652275	Mawer Investment Management Q2 2024 Quarterly Update	Neutral	['N/A']	['neutral']	Economic	1720691400	https://media.gettyimages.com/id/2157633888/photo/technology-digitally-generated-image-digital-display-business-organization-analyst-business.jpg?b=1&s=170667a&w=0&k=20&c=7JGGEJwdlDwkPpPeaWZ6UdsWqHQJeWnjdq-PU81QSZU=	MSFT	SeekingAlpha	"During Q2 2024, several equity markets reached new highs driven notably by technology-focused companies. Click here to read more."	https://finnhub.io/api/news?id=c7a6f27db75a0786c3618222994576d0dc0b1d3cd390ededee35199e0fc9a0e2
128655398	This Top Warren Buffett Stock Is Helping Microsoft Solve a Big Problem	Positive	['Microsoft']	['positive']	Economic	1720689960	https://g.foolcdn.com/editorial/images/782986/a-hand-reaching-for-clean-energy-icons-including-carbon-reduction.jpg	MSFT	Yahoo	Microsoft and Occidental are striving to be part of the solution to climate change.	https://finnhub.io/api/news?id=515d8dae91f28c78929efa5acb84ddb65efae05d732c331ee0df4c26d9bfaa9c
128651219	L1 Capital International Fund June 2024 Quarterly Report	Neutral	['N/A']	['neutral']	Economic	1720684500	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1477085501/image_1477085501.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	"In the June 2024 quarter, L1 Capital International Fund returned -3.0% (net) vs. the Benchmark return of 0.3% (all in AU$). Click here to read the full report."	https://finnhub.io/api/news?id=ece4e06f884a63f5eb103e95c9262639a938fc2a2845d911ed1520b19927e744
128650434	Is AI A New Engine For Emerging Market Equity Investors?	Neutral	['N/A']	['positive']	Economic	1720669800	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1705781447/image_1705781447.jpg?io=getty-c-w1536	MSFT	SeekingAlpha	Emerging markets have rapidly shifted focus to become active participants in the global technology revolution. Read more here.	https://finnhub.io/api/news?id=43da2dc0de4e91922ac7686bbc97ca4822565d4571114777ca48540963e63c9e
128663886	Stock market today: Asian stocks mixed amid volatile yen after Wall St climbs on inflation report	Neutral	['N/A']	['neutral']	Economic	1720668060		MSFT	"Associated Press, The"	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=a6d2ca2883eb0d76d78e5206a4167fac691d45fc58ab1923d78b490b563129aa
128650006	Best Tech Stocks To Buy Now? 2 For Your July 2024 List	Neutral	['N/A']	['positive']	Economic	1720662168	https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2024/07/best-tech-stocks-to-buy-now-today.jpg	MSFT	StockMarket	Tech stocks to check out in the stock market today.	https://finnhub.io/api/news?id=ee78e114386af51e35a886abd64cbc13aab3e45c02bd746b0240a5f203f58938
128654343	"NEW YORK MARKET CLOSE: S&P 500 tops 5,600 for first time as tech stars"	Neutral	"['S&P 500', 'various tech companies']"	"['positive', 'positive']"	Economic	1720628040		MSFT	Alliance News	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=d286ffd6f48a7f38293278591f1cba320d0d24099d31d842ce4656f0c01e5fe5
128649582	"Microsoft in $22 mln deal to settle cloud complaint, ward off regulators"	Neutral	['Microsoft']	['positive']	Political	1720616707		MSFT	Finnhub	"Microsoft hasclinched a 20-million-euro deal to settle anantitrust complaint about its cloud computing licensingpractices, averting an EU antitrust investigation and potentialhefty fine. ..."	https://finnhub.io/api/news?id=60a57b0a5d1dd4b5ed04caab74a035949895c0c775cc0ae289aae5bcdf350836
128649440	"Microsoft paying $21.7 mln to settle trade body antitrust complaint, sources say"	Neutral	['Microsoft']	['neutral']	Political	1720611030		MSFT	Finnhub	"Microsoft ispaying about 20 million euros to settle tradebody CISPE's EU antitrust complaint, two people with directknowledge of the matter said on Wednesday. The U.S. tech giant and..."	https://finnhub.io/api/news?id=4a94322208668228c7a3d3c8366af3a4f0426346521d3cd41d6e9cffd51634b9
128649310	Microsoft Stepping Down From Openai Board Unlikely To Resolve Us…	Negative	"['Microsoft', 'OpenAI']"	"['neutral', 'neutral']"	Political	1720607091		MSFT	Finnhub	MICROSOFT STEPPING DOWN FROM OPENAI BOARD UNLIKELY TO RESOLVE US FEDERAL TRADE COMMISSION'S CONCERNS - FTC SOURCE ...	https://finnhub.io/api/news?id=197cbca460cb817d8487d79e9563703985e09b523b976fa1dd1e25fdcf565c9a
